Date,Team 1,Team 2,FT,HT
1998-08-08,Brentford,Mansfield,3-0,
1998-08-08,Carlisle,Brighton,1-0,
1998-08-08,Chester,Leyton Orient,0-2,
1998-08-08,Darlington,Barnet,0-2,
1998-08-08,Hartlepool,Cardiff,1-1,
1998-08-08,Peterboro,Halifax,0-2,
1998-08-08,Plymouth,Rochdale,2-1,
1998-08-08,Rotherham,Hull,3-1,
1998-08-08,Scarborough,Southend,1-2,
1998-08-08,Shrewsbury,Scunthorpe,2-1,
1998-08-08,Swansea,Exeter,2-0,
1998-08-08,Torquay,Cambridge,0-1,
1998-08-15,Barnet,Hartlepool,0-2,
1998-08-15,Brighton,Chester,2-2,
1998-08-15,Cambridge,Swansea,2-1,
1998-08-15,Cardiff,Peterboro,1-3,
1998-08-15,Exeter,Scarborough,1-0,
1998-08-15,Halifax,Brentford,1-0,
1998-08-15,Hull,Darlington,1-2,
1998-08-15,Leyton Orient,Rotherham,1-4,
1998-08-15,Mansfield,Plymouth,2-0,
1998-08-15,Rochdale,Torquay,0-2,
1998-08-15,Scunthorpe,Carlisle,3-1,
1998-08-15,Southend,Shrewsbury,2-1,
1998-08-21,Shrewsbury,Cardiff,0-3,
1998-08-22,Brentford,Brighton,2-0,
1998-08-22,Carlisle,Rochdale,0-1,
1998-08-22,Darlington,Halifax,2-2,
1998-08-22,Hartlepool,Scunthorpe,1-2,
1998-08-22,Peterboro,Southend,1-1,
1998-08-22,Plymouth,Barnet,2-0,
1998-08-22,Rotherham,Cambridge,2-0,
1998-08-22,Scarborough,Mansfield,2-3,
1998-08-22,Swansea,Leyton Orient,1-1,
1998-08-22,Torquay,Exeter,1-0,
1998-08-23,Chester,Hull,2-2,
1998-08-28,Halifax,Shrewsbury,2-0,
1998-08-29,Barnet,Brentford,0-3,
1998-08-29,Brighton,Torquay,2-0,
1998-08-29,Cambridge,Hartlepool,1-2,
1998-08-29,Cardiff,Rotherham,0-1,
1998-08-29,Exeter,Carlisle,2-0,
1998-08-29,Hull,Peterboro,1-0,
