19/10/2002,Man City,Chelsea,0,3,0,0
19/10/2002,Sunderland,West Ham,0,1,0,1
19/10/2002,West Brom,Birmingham,1,1,0,0
20/10/2002,Charlton,Middlesboro,1,0,1,0
20/10/2002,Tottenham,Bolton,3,1,0,0
21/10/2002,Aston Villa,Southampton,0,1,0,0
23/10/2002,Fulham,West Ham,0,1,0,0
26/10/2002,Arsenal,Blackburn,1,2,1,1
26/10/2002,Birmingham,Man City,0,2,0,1
26/10/2002,Chelsea,West Brom,2,0,1,0
26/10/2002,Liverpool,Tottenham,2,1,0,0
26/10/2002,Man United,Aston Villa,1,1,0,1
26/10/2002,Middlesboro,Leeds,2,2,1,1
26/10/2002,Newcastle,Charlton,2,1,1,1
27/10/2002,Southampton,Fulham,4,2,2,2
27/10/2002,West Ham,Everton,0,1,0,0
28/10/2002,Bolton,Sunderland,1,1,0,1
02/11/2002,Birmingham,Bolton,3,1,0,0
02/11/2002,Liverpool,West Ham,2,0,1,0
02/11/2002,Man United,Southampton,2,1,1,1
02/11/2002,West Brom,Man City,1,2,0,0
03/11/2002,Blackburn,Aston Villa,0,0,0,0
03/11/2002,Charlton,Sunderland,1,1,0,1
03/11/2002,Fulham,Arsenal,0,1,0,1
03/11/2002,Leeds,Everton,0,1,0,0
03/11/2002,Tottenham,Chelsea,0,0,0,0
04/11/2002,Newcastle,Middlesboro,2,0,1,0
09/11/2002,Arsenal,Newcastle,1,0,1,0
09/11/2002,Aston Villa,Fulham,3,1,1,0
09/11/2002,Bolton,West Brom,1,1,0,1
09/11/2002,Chelsea,Birmingham,3,0,3,0
09/11/2002,Everton,Charlton,1,0,1,0
09/11/2002,Man City,Man United,3,1,2,1
09/11/2002,Middlesboro,Liverpool,1,0,0,0
09/11/2002,Southampton,Blackburn,1,1,1,0
10/11/2002,Sunderland,Tottenham,2,0,0,0
10/11/2002,West Ham,Leeds,3,4,1,4
16/11/2002,Arsenal,Tottenham,3,0,1,0
16/11/2002,Chelsea,Middlesboro,1,0,0,0
16/11/2002,Man City,Charlton,0,1,0,0
16/11/2002,Newcastle,Southampton,2,1,1,1
16/11/2002,West Brom,Aston Villa,0,0,0,0
17/11/2002,Birmingham,Fulham,0,0,0,0
17/11/2002,Blackburn,Everton,0,1,0,1
17/11/2002,Leeds,Bolton,2,4,1,1
17/11/2002,Liverpool,Sunderland,0,0,0,0
17/11/2002,West Ham,Man United,1,1,0,1
23/11/2002,Aston Villa,West Ham,4,1,1,0
23/11/2002,Bolton,Chelsea,1,1,0,0
23/11/2002,Everton,West Brom,1,0,1,0
23/11/2002,Fulham,Liverpool,3,2,2,0
23/11/2002,Man United,Newcastle,5,3,3,1
23/11/2002,Middlesboro,Man City,3,1,0,0
23/11/2002,Southampton,Arsenal,3,2,1,1
23/11/2002,Sunderland,Birmingham,0,1,0,0
24/11/2002,Charlton,Blackburn,3,1,0,0
24/11/2002,Tottenham,Leeds,2,0,2,0
30/11/2002,Arsenal,Aston Villa,3,1,1,0
30/11/2002,Birmingham,Tottenham,1,1,0,0
30/11/2002,Blackburn,Fulham,2,1,1,0
30/11/2002,Chelsea,Sunderland,3,0,0,0
30/11/2002,Man City,Bolton,2,0,1,0
30/11/2002,West Brom,Middlesboro,1,0,0,0
01/12/2002,Leeds,Charlton,1,2,1,0
01/12/2002,Liverpool,Man United,1,2,0,0
01/12/2002,Newcastle,Everton,2,1,0,1
02/12/2002,West Ham,Southampton,0,1,0,0
07/12/2002,Aston Villa,Newcastle,0,1,0,0
07/12/2002,Bolton,Blackburn,1,1,1,0
07/12/2002,Charlton,Liverpool,2,0,1,0
07/12/2002,Everton,Chelsea,1,3,1,2
07/12/2002,Fulham,Leeds,1,0,1,0
07/12/2002,Man United,Arsenal,2,0,1,0
07/12/2002,Middlesboro,West Ham,2,2,0,0
07/12/2002,Southampton,Birmingham,2,0,0,0
08/12/2002,Tottenham,West Brom,3,1,2,0
09/12/2002,Sunderland,Man City,0,3,0,1
14/12/2002,Aston Villa,West Brom,2,1,1,1
14/12/2002,Charlton,Man City,2,2,0,0
14/12/2002,Everton,Blackburn,2,1,2,1
14/12/2002,Man United,West Ham,3,0,2,0
14/12/2002,Middlesboro,Chelsea,1,1,1,1
14/12/2002,Southampton,Newcastle,1,1,0,0
15/12/2002,Fulham,Birmingham,0,1,0,1
15/12/2002,Sunderland,Liverpool,2,1,1,0
15/12/2002,Tottenham,Arsenal,1,1,1,1
16/12/2002,Bolton,Leeds,0,3,0,2
21/12/2002,Arsenal,Middlesboro,2,0,1,0
21/12/2002,Birmingham,Charlton,1,1,0,1
21/12/2002,Chelsea,Aston Villa,2,0,1,0
21/12/2002,Leeds,Southampton,1,1,0,0
21/12/2002,Newcastle,Fulham,2,0,1,0
21/12/2002,West Brom,Sunderland,2,2,2,0
21/12/2002,West Ham,Bolton,1,1,1,0
22/12/2002,Blackburn,Man United,1,0,1,0
22/12/2002,Liverpool,Everton,0,0,0,0
23/12/2002,Man City,Tottenham,2,3,1,1
26/12/2002,Birmingham,Everton,1,1,1,1
26/12/2002,Bolton,Newcastle,4,3,3,1
26/12/2002,Chelsea,Southampton,0,0,0,0
26/12/2002,Liverpool,Blackburn,1,1,1,0
26/12/2002,Man City,Aston Villa,3,1,1,1
26/12/2002,Middlesboro,Man United,3,1,1,0
26/12/2002,Sunderland,Leeds,1,2,1,0
26/12/2002,Tottenham,Charlton,2,2,0,1
26/12/2002,West Brom,Arsenal,1,2,1,0
26/12/2002,West Ham,Fulham,1,1,0,0
28/12/2002,Aston Villa,Middlesboro,1,0,1,0
28/12/2002,Blackburn,West Ham,2,2,1,1
28/12/2002,Charlton,West Brom,1,0,1,0
28/12/2002,Everton,Bolton,0,0,0,0
28/12/2002,Fulham,Man City,0,1,0,0
28/12/2002,Leeds,Chelsea,2,0,2,0
28/12/2002,Man United,Birmingham,2,0,1,0
28/12/2002,Southampton,Sunderland,2,1,0,0
29/12/2002,Arsenal,Liverpool,1,1,0,0
29/12/2002,Newcastle,Tottenham,2,1,1,0
01/01/2003,Arsenal,Chelsea,3,2,1,0
01/01/2003,Aston Villa,Bolton,2,0,1,0
01/01/2003,Blackburn,Middlesboro,1,0,0,0
01/01/2003,Everton,Man City,2,2,1,1
01/01/2003,Leeds,Birmingham,2,0,1,0
01/01/2003,Man United,Sunderland,2,1,0,1
01/01/2003,Newcastle,Liverpool,1,0,1,0
01/01/2003,Southampton,Tottenham,1,0,0,0
11/01/2003,Bolton,Fulham,0,0,0,0
11/01/2003,Chelsea,Charlton,4,1,3,1
11/01/2003,Liverpool,Aston Villa,1,1,1,0
11/01/2003,Man City,Leeds,2,1,1,0
11/01/2003,Middlesboro,Southampton,2,2,0,1
11/01/2003,Sunderland,Blackburn,0,0,0,0
11/01/2003,West Brom,Man United,1,3,1,2
11/01/2003,West Ham,Newcastle,2,2,2,1
12/01/2003,Birmingham,Arsenal,0,4,0,2
12/01/2003,Tottenham,Everton,4,3,1,1
18/01/2003,Aston Villa,Tottenham,0,1,0,0
18/01/2003,Blackburn,Birmingham,1,1,1,0
18/01/2003,Charlton,Bolton,1,1,0,0
18/01/2003,Everton,Sunderland,2,1,0,1
18/01/2003,Leeds,West Brom,0,0,0,0
18/01/2003,Man United,Chelsea,2,1,1,1
18/01/2003,Newcastle,Man City,2,0,1,0
18/01/2003,Southampton,Liverpool,0,1,0,1
19/01/2003,Arsenal,West Ham,3,1,1,1
19/01/2003,Fulham,Middlesboro,1,0,1,0
22/01/2003,Charlton,West Ham,4,2,2,1
22/01/2003,Newcastle,Bolton,1,0,1,0
28/01/2003,Bolton,Everton,1,2,0,2
28/01/2003,Chelsea,Leeds,3,2,0,1
28/01/2003,Middlesboro,Aston Villa,2,5,2,2
28/01/2003,Sunderland,Southampton,0,1,0,0
29/01/2003,Liverpool,Arsenal,2,2,0,1
29/01/2003,Man City,Fulham,4,1,1,1
29/01/2003,Tottenham,Newcastle,0,1,0,0
29/01/2003,West Brom,Charlton,0,1,0,0
29/01/2003,West Ham,Blackburn,2,1,0,1
01/02/2003,Arsenal,Fulham,2,1,1,1
01/02/2003,Bolton,Birmingham,4,2,1,1
01/02/2003,Chelsea,Tottenham,1,1,1,1
01/02/2003,Everton,Leeds,2,0,0,0
01/02/2003,Man City,West Brom,1,2,1,1
01/02/2003,Southampton,Man United,0,2,0,2
01/02/2003,Sunderland,Charlton,1,3,0,3
02/02/2003,Aston Villa,Blackburn,3,0,2,0
02/02/2003,West Ham,Liverpool,0,3,0,2
04/02/2003,Birmingham,Man United,0,1,0,0
08/02/2003,Birmingham,Chelsea,1,3,0,1
08/02/2003,Blackburn,Southampton,1,0,1,0
08/02/2003,Charlton,Everton,2,1,1,0
08/02/2003,Fulham,Aston Villa,2,1,2,1
08/02/2003,Leeds,West Ham,1,0,1,0
08/02/2003,Liverpool,Middlesboro,1,1,0,1
08/02/2003,Tottenham,Sunderland,4,1,2,1
08/02/2003,West Brom,Bolton,1,1,0,1
09/02/2003,Man United,Man City,1,1,1,0
09/02/2003,Newcastle,Arsenal,1,1,0,1
19/02/2003,Fulham,West Brom,3,0,0,0
22/02/2003,Bolton,Man United,1,1,0,0
22/02/2003,Charlton,Aston Villa,3,0,0,0
22/02/2003,Chelsea,Blackburn,1,2,0,0
22/02/2003,Everton,Southampton,2,1,0,1
22/02/2003,Leeds,Newcastle,0,3,0,1
22/02/2003,Man City,Arsenal,1,5,0,4
22/02/2003,Sunderland,Middlesboro,1,3,0,2
23/02/2003,Birmingham,Liverpool,2,1,1,0
23/02/2003,West Brom,West Ham,1,2,0,1
24/02/2003,Tottenham,Fulham,1,1,1,1
01/03/2003,Blackburn,Man City,1,0,1,0
01/03/2003,Fulham,Sunderland,1,0,0,0
01/03/2003,Middlesboro,Everton,1,1,0,1
01/03/2003,Newcastle,Chelsea,2,1,1,1
01/03/2003,Southampton,West Brom,1,0,1,0
01/03/2003,West Ham,Tottenham,2,0,1,0
02/03/2003,Arsenal,Charlton,2,0,2,0
03/03/2003,Aston Villa,Birmingham,0,2,0,0
05/03/2003,Man United,Leeds,2,1,1,0
05/03/2003,Middlesboro,Newcastle,1,0,0,0
08/03/2003,Liverpool,Bolton,2,0,1,0
15/03/2003,Aston Villa,Man United,0,1,0,1
15/03/2003,Blackburn,Arsenal,2,0,1,0
15/03/2003,Charlton,Newcastle,0,2,0,1
15/03/2003,Everton,West Ham,0,0,0,0
15/03/2003,Fulham,Southampton,2,2,1,0
15/03/2003,Leeds,Middlesboro,2,3,1,2
15/03/2003,Sunderland,Bolton,0,2,0,0
16/03/2003,Man City,Birmingham,1,0,0,0
16/03/2003,Tottenham,Liverpool,2,3,0,0
16/03/2003,West Brom,Chelsea,0,2,0,1
22/03/2003,Birmingham,West Brom,1,0,0,0
22/03/2003,Chelsea,Man City,5,0,2,0
22/03/2003,Man United,Fulham,3,0,1,0
22/03/2003,Middlesboro,Charlton,1,1,0,1
22/03/2003,Newcastle,Blackburn,5,1,1,0
22/03/2003,Southampton,Aston Villa,2,2,1,2
22/03/2003,West Ham,Sunderland,2,0,1,0
23/03/2003,Arsenal,Everton,2,1,1,0
23/03/2003,Liverpool,Leeds,3,1,2,1
24/03/2003,Bolton,Tottenham,1,0,0,0
05/04/2003,Aston Villa,Arsenal,1,1,0,0
05/04/2003,Bolton,Man City,2,0,1,0
05/04/2003,Charlton,Leeds,1,6,1,3
05/04/2003,Man United,Liverpool,4,0,1,0
05/04/2003,Middlesboro,West Brom,3,0,1,0
05/04/2003,Southampton,West Ham,1,1,1,0
05/04/2003,Sunderland,Chelsea,1,2,1,0
05/04/2003,Tottenham,Birmingham,2,1,1,0
06/04/2003,Everton,Newcastle,2,1,1,1
07/04/2003,Fulham,Blackburn,0,4,0,2
12/04/2003,Birmingham,Sunderland,2,0,1,0
12/04/2003,Blackburn,Charlton,1,0,1,0
12/04/2003,Chelsea,Bolton,1,0,0,0
12/04/2003,Leeds,Tottenham,2,2,1,2
12/04/2003,Liverpool,Fulham,2,0,1,0
12/04/2003,Man City,Middlesboro,0,0,0,0
12/04/2003,Newcastle,Man United,2,6,1,4
12/04/2003,West Brom,Everton,1,2,1,2
12/04/2003,West Ham,Aston Villa,2,2,1,1
16/04/2003,Arsenal,Man United,2,2,0,1
18/04/2003,Tottenham,Man City,0,2,0,2
19/04/2003,Aston Villa,Chelsea,2,1,1,0
19/04/2003,Bolton,West Ham,1,0,1,0
19/04/2003,Charlton,Birmingham,0,2,0,1
19/04/2003,Everton,Liverpool,1,2,0,1
19/04/2003,Fulham,Newcastle,2,1,0,1
19/04/2003,Man United,Blackburn,3,1,2,1
19/04/2003,Middlesboro,Arsenal,0,2,0,0
19/04/2003,Southampton,Leeds,3,2,2,0
19/04/2003,Sunderland,West Brom,1,2,0,2
21/04/2003,Birmingham,Southampton,3,2,0,1
21/04/2003,Blackburn,Bolton,0,0,0,0
21/04/2003,Chelsea,Everton,4,1,1,0
21/04/2003,Liverpool,Charlton,2,1,0,0
21/04/2003,Man City,Sunderland,3,0,2,0
21/04/2003,Newcastle,Aston Villa,1,1,1,0
21/04/2003,West Brom,Tottenham,2,3,1,1
21/04/2003,West Ham,Middlesboro,1,0,0,0
22/04/2003,Leeds,Fulham,2,0,1,0
26/04/2003,Birmingham,Middlesboro,3,0,2,0
26/04/2003,Bolton,Arsenal,2,2,0,0
26/04/2003,Charlton,Southampton,2,1,1,0
26/04/2003,Chelsea,Fulham,1,1,1,0
26/04/2003,Everton,Aston Villa,2,1,0,0
26/04/2003,Leeds,Blackburn,2,3,1,1
26/04/2003,Sunderland,Newcastle,0,1,0,1
26/04/2003,West Brom,Liverpool,0,6,0,1
27/04/2003,Man City,West Ham,0,1,0,0
27/04/2003,Tottenham,Man United,0,2,0,0
03/05/2003,Aston Villa,Sunderland,1,0,0,0
03/05/2003,Blackburn,West Brom,1,1,1,0
03/05/2003,Fulham,Everton,2,0,2,0
03/05/2003,Liverpool,Man City,1,2,0,0
03/05/2003,Man United,Charlton,4,1,3,1
03/05/2003,Middlesboro,Tottenham,5,1,3,0
03/05/2003,Newcastle,Birmingham,1,0,1,0
03/05/2003,Southampton,Bolton,0,0,0,0
03/05/2003,West Ham,Chelsea,1,0,0,0
04/05/2003,Arsenal,Leeds,2,3,1,1
07/05/2003,Arsenal,Southampton,6,1,5,1
11/05/2003,Birmingham,West Ham,2,2,0,0
11/05/2003,Bolton,Middlesboro,2,1,2,0
11/05/2003,Charlton,Fulham,0,1,0,1
11/05/2003,Chelsea,Liverpool,2,1,2,1
11/05/2003,Everton,Man United,1,2,1,1
11/05/2003,Leeds,Aston Villa,3,1,1,1
11/05/2003,Man City,Southampton,0,1,0,1
11/05/2003,Sunderland,Arsenal,0,4,0,2
11/05/2003,Tottenham,Blackburn,0,4,0,2
11/05/2003,West Brom,Newcastle,2,2,0,1
