Date,Team 1,Team 2,FT,HT
2007-08-11,Aston Villa,Liverpool,1-2,0-1
2007-08-11,Bolton,Newcastle,1-3,0-3
2007-08-11,Derby,Portsmouth,2-2,1-1
2007-08-11,Everton,Wigan,2-1,1-0
2007-08-11,Middlesbrough,Blackburn,1-2,1-0
2007-08-11,Sunderland,Tottenham,1-0,0-0
2007-08-11,West Ham,Man City,0-2,0-1
2007-08-12,Arsenal,Fulham,2-1,0-1
2007-08-12,Chelsea,Birmingham,3-2,2-2
2007-08-12,Man United,Reading,0-0,0-0
2007-08-14,Tottenham,Everton,1-3,1-3
2007-08-15,Birmingham,Sunderland,2-2,1-0
2007-08-15,Fulham,Bolton,2-1,2-1
2007-08-15,Man City,Derby,1-0,1-0
2007-08-15,Portsmouth,Man United,1-1,0-1
2007-08-15,Reading,Chelsea,1-2,1-0
2007-08-15,Wigan,Middlesbrough,1-0,0-0
2007-08-18,Birmingham,West Ham,0-1,0-0
2007-08-18,Fulham,Middlesbrough,1-2,1-0
2007-08-18,Newcastle,Aston Villa,0-0,0-0
2007-08-18,Portsmouth,Bolton,3-1,2-1
2007-08-18,Reading,Everton,1-0,1-0
2007-08-18,Tottenham,Derby,4-0,3-0
2007-08-18,Wigan,Sunderland,3-0,1-0
2007-08-19,Blackburn,Arsenal,1-1,0-1
2007-08-19,Liverpool,Chelsea,1-1,1-0
2007-08-19,Man City,Man United,1-0,1-0
2007-08-25,Arsenal,Man City,1-0,0-0
2007-08-25,Aston Villa,Fulham,2-1,0-1
2007-08-25,Bolton,Reading,3-0,1-0
2007-08-25,Chelsea,Portsmouth,1-0,1-0
2007-08-25,Derby,Birmingham,1-2,0-1
2007-08-25,Everton,Blackburn,1-1,0-1
2007-08-25,Sunderland,Liverpool,0-2,0-1
2007-08-25,West Ham,Wigan,1-1,0-0
2007-08-26,Man United,Tottenham,1-0,0-0
2007-08-26,Middlesbrough,Newcastle,2-2,1-1
2007-09-01,Bolton,Everton,1-2,0-1
2007-09-01,Fulham,Tottenham,3-3,1-2
2007-09-01,Liverpool,Derby,6-0,2-0
2007-09-01,Man United,Sunderland,1-0,0-0
2007-09-01,Middlesbrough,Birmingham,2-0,2-0
2007-09-01,Newcastle,Wigan,1-0,0-0
2007-09-01,Reading,West Ham,0-3,0-1
2007-09-02,Arsenal,Portsmouth,3-1,2-0
2007-09-02,Aston Villa,Chelsea,2-0,0-0
2007-09-02,Blackburn,Man City,1-0,1-0
2007-09-15,Birmingham,Bolton,1-0,1-0
2007-09-15,Chelsea,Blackburn,0-0,0-0
2007-09-15,Everton,Man United,0-1,0-0
2007-09-15,Portsmouth,Liverpool,0-0,0-0
2007-09-15,Sunderland,Reading,2-1,1-0
2007-09-15,Tottenham,Arsenal,1-3,1-0
2007-09-15,West Ham,Middlesbrough,3-0,0-0
2007-09-15,Wigan,Fulham,1-1,0-1
2007-09-16,Man City,Aston Villa,1-0,0-0
2007-09-17,Derby,Newcastle,1-0,1-0
2007-09-22,Arsenal,Derby,5-0,2-0
2007-09-22,Fulham,Man City,3-3,1-1
2007-09-22,Liverpool,Birmingham,0-0,0-0
2007-09-22,Middlesbrough,Sunderland,2-2,1-1
2007-09-22,Reading,Wigan,2-1,1-0
2007-09-23,Aston Villa,Everton,2-0,1-0
2007-09-23,Blackburn,Portsmouth,0-1,0-1
2007-09-23,Bolton,Tottenham,1-1,1-1
2007-09-23,Man United,Chelsea,2-0,1-0
2007-09-23,Newcastle,West Ham,3-1,2-1
2007-09-29,Birmingham,Man United,0-1,0-0
2007-09-29,Chelsea,Fulham,0-0,0-0
2007-09-29,Derby,Bolton,1-1,1-1
2007-09-29,Man City,Newcastle,3-1,1-1
2007-09-29,Portsmouth,Reading,7-4,2-1
2007-09-29,Sunderland,Blackburn,1-2,0-0
2007-09-29,West Ham,Arsenal,0-1,0-1
2007-09-29,Wigan,Liverpool,0-1,0-0
2007-09-30,Everton,Middlesbrough,2-0,1-0
2007-10-01,Tottenham,Aston Villa,4-4,1-3
2007-10-06,Aston Villa,West Ham,1-0,1-0
2007-10-06,Man United,Wigan,4-0,0-0
2007-10-07,Arsenal,Sunderland,3-2,2-1
2007-10-07,Blackburn,Birmingham,2-1,1-0
2007-10-07,Bolton,Chelsea,0-1,0-1
2007-10-07,Fulham,Portsmouth,0-2,0-0
2007-10-07,Liverpool,Tottenham,2-2,1-1
2007-10-07,Man City,Middlesbrough,3-1,2-0
2007-10-07,Newcastle,Everton,3-2,1-0
2007-10-07,Reading,Derby,1-0,0-0
2007-10-20,Arsenal,Bolton,2-0,0-0
2007-10-20,Aston Villa,Man United,1-4,1-3
2007-10-20,Blackburn,Reading,4-2,3-0
2007-10-20,Everton,Liverpool,1-2,1-0
2007-10-20,Fulham,Derby,0-0,0-0
2007-10-20,Man City,Birmingham,1-0,1-0
2007-10-20,Middlesbrough,Chelsea,0-2,0-1
2007-10-20,Wigan,Portsmouth,0-2,0-0
2007-10-21,West Ham,Sunderland,3-1,1-0
2007-10-22,Newcastle,Tottenham,3-1,1-0
2007-10-27,Birmingham,Wigan,3-2,1-1
2007-10-27,Chelsea,Man City,6-0,2-0
2007-10-27,Man United,Middlesbrough,4-1,2-1
2007-10-27,Portsmouth,West Ham,0-0,0-0
2007-10-27,Reading,Newcastle,2-1,0-0
2007-10-27,Sunderland,Fulham,1-1,0-1
2007-10-28,Bolton,Aston Villa,1-1,1-0
2007-10-28,Derby,Everton,0-2,0-1
2007-10-28,Liverpool,Arsenal,1-1,1-0
2007-10-28,Tottenham,Blackburn,1-2,0-0
2007-11-03,Arsenal,Man United,2-2,0-1
2007-11-03,Aston Villa,Derby,2-0,0-0
2007-11-03,Blackburn,Liverpool,0-0,0-0
2007-11-03,Everton,Birmingham,3-1,1-0
2007-11-03,Fulham,Reading,3-1,1-0
2007-11-03,Middlesbrough,Tottenham,1-1,0-1
2007-11-03,Newcastle,Portsmouth,1-4,1-3
2007-11-03,Wigan,Chelsea,0-2,0-2
2007-11-04,West Ham,Bolton,1-1,1-0
2007-11-05,Man City,Sunderland,1-0,0-0
2007-11-10,Derby,West Ham,0-5,0-1
2007-11-10,Liverpool,Fulham,2-0,0-0
2007-11-10,Sunderland,Newcastle,1-1,0-0
2007-11-11,Birmingham,Aston Villa,1-2,0-1
2007-11-11,Bolton,Middlesbrough,0-0,0-0
2007-11-11,Chelsea,Everton,1-1,0-0
2007-11-11,Man United,Blackburn,2-0,2-0
2007-11-11,Portsmouth,Man City,0-0,0-0
2007-11-11,Tottenham,Wigan,4-0,3-0
2007-11-12,Reading,Arsenal,1-3,0-1
2007-11-24,Arsenal,Wigan,2-0,0-0
2007-11-24,Birmingham,Portsmouth,0-2,0-1
2007-11-24,Bolton,Man United,1-0,1-0
2007-11-24,Derby,Chelsea,0-2,0-1
2007-11-24,Everton,Sunderland,7-1,3-1
2007-11-24,Man City,Reading,2-1,1-1
2007-11-24,Middlesbrough,Aston Villa,0-3,0-1
2007-11-24,Newcastle,Liverpool,0-3,0-1
2007-11-25,Fulham,Blackburn,2-2,0-0
2007-11-25,West Ham,Tottenham,1-1,1-0
2007-11-28,Blackburn,Aston Villa,0-4,0-1
2007-12-01,Aston Villa,Arsenal,1-2,1-2
2007-12-01,Blackburn,Newcastle,3-1,0-0
2007-12-01,Chelsea,West Ham,1-0,0-0
2007-12-01,Portsmouth,Everton,0-0,0-0
2007-12-01,Reading,Middlesbrough,1-1,0-0
2007-12-01,Sunderland,Derby,1-0,0-0
2007-12-01,Wigan,Man City,1-1,1-1
2007-12-02,Liverpool,Bolton,4-0,2-0
2007-12-02,Tottenham,Birmingham,2-3,0-1
2007-12-03,Man United,Fulham,2-0,1-0
2007-12-05,Newcastle,Arsenal,1-1,0-1
2007-12-08,Aston Villa,Portsmouth,1-3,0-2
2007-12-08,Chelsea,Sunderland,2-0,1-0
2007-12-08,Everton,Fulham,3-0,0-0
2007-12-08,Man United,Derby,4-1,2-0
2007-12-08,Newcastle,Birmingham,2-1,1-1
2007-12-08,Reading,Liverpool,3-1,1-1
2007-12-09,Blackburn,West Ham,0-1,0-0
2007-12-09,Bolton,Wigan,4-1,2-1
2007-12-09,Middlesbrough,Arsenal,2-1,1-0
2007-12-09,Tottenham,Man City,2-1,1-0
2007-12-15,Birmingham,Reading,1-1,1-0
2007-12-15,Derby,Middlesbrough,0-1,0-1
2007-12-15,Fulham,Newcastle,0-1,0-0
2007-12-15,Man City,Bolton,4-2,1-2
2007-12-15,Portsmouth,Tottenham,0-1,0-0
2007-12-15,Sunderland,Aston Villa,1-1,1-0
2007-12-15,West Ham,Everton,0-2,0-1
2007-12-15,Wigan,Blackburn,5-3,3-1
2007-12-16,Arsenal,Chelsea,1-0,1-0
2007-12-16,Liverpool,Man United,0-1,0-1
2007-12-22,Arsenal,Tottenham,2-1,0-0
2007-12-22,Aston Villa,Man City,1-1,1-1
2007-12-22,Bolton,Birmingham,3-0,0-0
2007-12-22,Fulham,Wigan,1-1,0-0
2007-12-22,Liverpool,Portsmouth,4-1,2-0
2007-12-22,Middlesbrough,West Ham,1-2,1-1
2007-12-22,Reading,Sunderland,2-1,0-0
2007-12-23,Blackburn,Chelsea,0-1,0-1
2007-12-23,Man United,Everton,2-1,1-1
2007-12-23,Newcastle,Derby,2-2,1-1
2007-12-26,Birmingham,Middlesbrough,3-0,2-0
